localidade,cultura,data,ndvi
CAPANEMA,TRIGO,2010-07-28 00:00:00+00:00,0.5778
CAPANEMA,TRIGO,2010-08-05 00:00:00+00:00,0.5701
CAPANEMA,TRIGO,2010-08-13 00:00:00+00:00,0.5896
CAPANEMA,TRIGO,2010-08-21 00:00:00+00:00,0.5955
CAPANEMA,TRIGO,2010-08-29 00:00:00+00:00,0.6098
CAPANEMA,TRIGO,2010-09-06 00:00:00+00:00,0.6006
CAPANEMA,TRIGO,2010-09-14 00:00:00+00:00,0.6073
CAPANEMA,TRIGO,2010-09-22 00:00:00+00:00,0.6113
CAPANEMA,TRIGO,2010-09-30 00:00:00+00:00,0.6297
CAPANEMA,TRIGO,2010-10-08 00:00:00+00:00,0.6337
CAPANEMA,TRIGO,2010-10-16 00:00:00+00:00,0.6635
CAPANEMA,TRIGO,2010-10-24 00:00:00+00:00,0.6698
CAPANEMA,TRIGO,2010-11-01 00:00:00+00:00,0.664
CAPANEMA,TRIGO,2010-11-09 00:00:00+00:00,0.6535
CAPANEMA,TRIGO,2010-11-17 00:00:00+00:00,0.6486
CAPANEMA,TRIGO,2010-11-25 00:00:00+00:00,0.6484
CAPANEMA,TRIGO,2010-12-03 00:00:00+00:00,0.6692
CAPANEMA,TRIGO,2010-12-11 00:00:00+00:00,0.6759
CAPANEMA,TRIGO,2010-12-19 00:00:00+00:00,0.7121
CAPANEMA,TRIGO,2010-12-27 00:00:00+00:00,0.7213
CAPANEMA,TRIGO,2011-01-01 00:00:00+00:00,0.7336
CAPANEMA,TRIGO,2011-01-09 00:00:00+00:00,0.7418
CAPANEMA,TRIGO,2011-01-17 00:00:00+00:00,0.7717
CAPANEMA,TRIGO,2011-01-25 00:00:00+00:00,0.7806
CAPANEMA,TRIGO,2011-02-02 00:00:00+00:00,0.8052
CAPANEMA,TRIGO,2011-02-10 00:00:00+00:00,0.7999
CAPANEMA,TRIGO,2011-02-18 00:00:00+00:00,0.7921
CAPANEMA,TRIGO,2011-02-26 00:00:00+00:00,0.7703
CAPANEMA,TRIGO,2011-03-06 00:00:00+00:00,0.7455
CAPANEMA,TRIGO,2011-03-14 00:00:00+00:00,0.7181
CAPANEMA,TRIGO,2011-03-22 00:00:00+00:00,0.7189
CAPANEMA,TRIGO,2011-03-30 00:00:00+00:00,0.713
CAPANEMA,TRIGO,2011-04-07 00:00:00+00:00,0.72
CAPANEMA,TRIGO,2011-04-15 00:00:00+00:00,0.7171
CASCAVEL,TRIGO,2008-02-02 00:00:00+00:00,0.911
CASCAVEL,TRIGO,2008-02-10 00:00:00+00:00,0.8891
CASCAVEL,TRIGO,2008-02-18 00:00:00+00:00,0.846
CASCAVEL,TRIGO,2008-02-26 00:00:00+00:00,0.7639
CASCAVEL,TRIGO,2008-03-05 00:00:00+00:00,0.6461
CASCAVEL,TRIGO,2008-03-13 00:00:00+00:00,0.5155
CASCAVEL,TRIGO,2008-03-21 00:00:00+00:00,0.3986
CASCAVEL,TRIGO,2008-03-29 00:00:00+00:00,0.3154
CASCAVEL,TRIGO,2008-04-06 00:00:00+00:00,0.2776
CASCAVEL,TRIGO,2008-04-14 00:00:00+00:00,0.2698
CASCAVEL,TRIGO,2008-04-22 00:00:00+00:00,0.2594
CASCAVEL,TRIGO,2008-04-30 00:00:00+00:00,0.2441
CASCAVEL,TRIGO,2008-05-08 00:00:00+00:00,0.2855
CASCAVEL,TRIGO,2008-05-16 00:00:00+00:00,0.3362
CASCAVEL,TRIGO,2008-05-24 00:00:00+00:00,0.4064
CASCAVEL,TRIGO,2008-06-01 00:00:00+00:00,0.5118
CASCAVEL,TRIGO,2008-06-09 00:00:00+00:00,0.6472
CASCAVEL,TRIGO,2008-06-17 00:00:00+00:00,0.7477
CASCAVEL,TRIGO,2008-06-25 00:00:00+00:00,0.8012
CASCAVEL,TRIGO,2008-07-03 00:00:00+00:00,0.8389
CASCAVEL,TRIGO,2008-07-11 00:00:00+00:00,0.8762
CASCAVEL,TRIGO,2008-07-19 00:00:00+00:00,0.8758
CASCAVEL,TRIGO,2008-07-27 00:00:00+00:00,0.8684
CASCAVEL,TRIGO,2008-08-04 00:00:00+00:00,0.8356
CASCAVEL,TRIGO,2008-08-12 00:00:00+00:00,0.7679
CASCAVEL,TRIGO,2008-08-20 00:00:00+00:00,0.6376
CASCAVEL,TRIGO,2008-08-28 00:00:00+00:00,0.5441
CASCAVEL,TRIGO,2008-09-05 00:00:00+00:00,0.4445
CASCAVEL,TRIGO,2008-09-13 00:00:00+00:00,0.3433
CASCAVEL,TRIGO,2008-09-21 00:00:00+00:00,0.2918
CASCAVEL,TRIGO,2008-09-29 00:00:00+00:00,0.249
CASCAVEL,TRIGO,2008-10-07 00:00:00+00:00,0.2559
CASCAVEL,TRIGO,2008-10-15 00:00:00+00:00,0.3065
CASCAVEL,TRIGO,2008-10-23 00:00:00+00:00,0.3905
CASCAVEL,TRIGO,2008-10-31 00:00:00+00:00,0.5434
CASCAVEL,TRIGO,2008-11-08 00:00:00+00:00,0.6634
CASCAVEL,TRIGO,2008-11-16 00:00:00+00:00,0.7741
CASCAVEL,TRIGO,2008-11-24 00:00:00+00:00,0.8464
CASCAVEL,TRIGO,2008-12-02 00:00:00+00:00,0.8447
CASCAVEL,TRIGO,2008-12-10 00:00:00+00:00,0.8393
CASCAVEL,TRIGO,2008-12-18 00:00:00+00:00,0.8373
CASCAVEL,TRIGO,2008-12-26 00:00:00+00:00,0.8247
CASCAVEL,TRIGO,2009-01-01 00:00:00+00:00,0.8234
CASCAVEL,TRIGO,2009-01-09 00:00:00+00:00,0.8092
CASCAVEL,TRIGO,2009-01-17 00:00:00+00:00,0.8184
CASCAVEL,TRIGO,2009-01-25 00:00:00+00:00,0.7956
CASCAVEL,TRIGO,2009-02-02 00:00:00+00:00,0.754
CASCAVEL,TRIGO,2009-02-10 00:00:00+00:00,0.6744
CASCAVEL,TRIGO,2009-02-18 00:00:00+00:00,0.5998
CASCAVEL,TRIGO,2009-02-26 00:00:00+00:00,0.5034
CASCAVEL,TRIGO,2009-03-06 00:00:00+00:00,0.4112
CASCAVEL,TRIGO,2009-03-14 00:00:00+00:00,0.3349
CASCAVEL,TRIGO,2009-03-22 00:00:00+00:00,0.3004
CASCAVEL,TRIGO,2009-03-30 00:00:00+00:00,0.2624
CASCAVEL,TRIGO,2009-04-07 00:00:00+00:00,0.2676
CASCAVEL,TRIGO,2009-04-15 00:00:00+00:00,0.269
CASCAVEL,TRIGO,2009-04-23 00:00:00+00:00,0.2686
CASCAVEL,TRIGO,2009-05-01 00:00:00+00:00,0.2676
CASCAVEL,TRIGO,2009-05-09 00:00:00+00:00,0.2693
CASCAVEL,TRIGO,2009-05-17 00:00:00+00:00,0.3253
CASCAVEL,TRIGO,2009-05-25 00:00:00+00:00,0.372
CASCAVEL,TRIGO,2009-06-02 00:00:00+00:00,0.4422
CASCAVEL,TRIGO,2009-06-10 00:00:00+00:00,0.5385
CASCAVEL,TRIGO,2009-06-18 00:00:00+00:00,0.638
CASCAVEL,TRIGO,2009-06-26 00:00:00+00:00,0.7164
CASCAVEL,TRIGO,2009-07-04 00:00:00+00:00,0.7895
CASCAVEL,TRIGO,2009-07-12 00:00:00+00:00,0.8359
CASCAVEL,TRIGO,2009-07-20 00:00:00+00:00,0.8876
CASCAVEL,TRIGO,2009-07-28 00:00:00+00:00,0.8754
CASCAVEL,TRIGO,2009-08-05 00:00:00+00:00,0.8841
CASCAVEL,TRIGO,2009-08-13 00:00:00+00:00,0.8419
CASCAVEL,TRIGO,2009-08-21 00:00:00+00:00,0.8224
CASCAVEL,TRIGO,2009-08-29 00:00:00+00:00,0.7599
CASCAVEL,TRIGO,2009-09-06 00:00:00+00:00,0.6755
CASCAVEL,TRIGO,2009-09-14 00:00:00+00:00,0.5638
CASCAVEL,TRIGO,2009-09-22 00:00:00+00:00,0.448
CASCAVEL,TRIGO,2009-09-30 00:00:00+00:00,0.3493
CASCAVEL,TRIGO,2009-10-08 00:00:00+00:00,0.298
CASCAVEL,TRIGO,2009-10-16 00:00:00+00:00,0.2516
CASCAVEL,TRIGO,2009-10-24 00:00:00+00:00,0.2661
CASCAVEL,TRIGO,2009-11-01 00:00:00+00:00,0.2761
CASCAVEL,TRIGO,2009-11-09 00:00:00+00:00,0.3119
CASCAVEL,TRIGO,2009-11-17 00:00:00+00:00,0.3071
CASCAVEL,TRIGO,2009-11-25 00:00:00+00:00,0.3704
CASCAVEL,TRIGO,2009-12-03 00:00:00+00:00,0.4535
CASCAVEL,TRIGO,2009-12-11 00:00:00+00:00,0.5619
CASCAVEL,TRIGO,2009-12-19 00:00:00+00:00,0.682
CASCAVEL,TRIGO,2009-12-27 00:00:00+00:00,0.7905
CASCAVEL,TRIGO,2010-01-01 00:00:00+00:00,0.8686
CASCAVEL,TRIGO,2010-01-09 00:00:00+00:00,0.9109
CASCAVEL,TRIGO,2010-01-17 00:00:00+00:00,0.8973
CASCAVEL,TRIGO,2010-01-25 00:00:00+00:00,0.9292
CASCAVEL,TRIGO,2010-02-02 00:00:00+00:00,0.8806
CASCAVEL,TRIGO,2010-02-10 00:00:00+00:00,0.8194
CASCAVEL,TRIGO,2010-02-18 00:00:00+00:00,0.7414
CASCAVEL,TRIGO,2010-02-26 00:00:00+00:00,0.6149
CASCAVEL,TRIGO,2010-03-06 00:00:00+00:00,0.5289
CASCAVEL,TRIGO,2010-03-14 00:00:00+00:00,0.4251
CASCAVEL,TRIGO,2010-03-22 00:00:00+00:00,0.3996
CASCAVEL,TRIGO,2010-03-30 00:00:00+00:00,0.3864
CASCAVEL,TRIGO,2010-04-07 00:00:00+00:00,0.4064
CASCAVEL,TRIGO,2010-04-15 00:00:00+00:00,0.4279
CASCAVEL,TRIGO,2010-04-23 00:00:00+00:00,0.4609
CASCAVEL,TRIGO,2010-05-01 00:00:00+00:00,0.4608
CASCAVEL,TRIGO,2010-05-09 00:00:00+00:00,0.5185
CASCAVEL,TRIGO,2010-05-17 00:00:00+00:00,0.5364
CASCAVEL,TRIGO,2010-05-25 00:00:00+00:00,0.6034
CASCAVEL,TRIGO,2010-06-02 00:00:00+00:00,0.649
CASCAVEL,TRIGO,2010-06-10 00:00:00+00:00,0.7129
CASCAVEL,TRIGO,2010-06-18 00:00:00+00:00,0.7486
CASCAVEL,TRIGO,2010-06-26 00:00:00+00:00,0.7681
CASCAVEL,TRIGO,2010-07-04 00:00:00+00:00,0.7659
CASCAVEL,TRIGO,2010-07-12 00:00:00+00:00,0.7752
CASCAVEL,TRIGO,2010-07-20 00:00:00+00:00,0.8068
CASCAVEL,TRIGO,2010-07-28 00:00:00+00:00,0.8046
CASCAVEL,TRIGO,2010-08-05 00:00:00+00:00,0.7445
CASCAVEL,TRIGO,2010-08-13 00:00:00+00:00,0.638
CASCAVEL,TRIGO,2010-08-21 00:00:00+00:00,0.5673
CASCAVEL,TRIGO,2010-08-29 00:00:00+00:00,0.4573
CASCAVEL,TRIGO,2010-09-06 00:00:00+00:00,0.3473
CASCAVEL,TRIGO,2010-09-14 00:00:00+00:00,0.292
CASCAVEL,TRIGO,2010-09-22 00:00:00+00:00,0.2789
CASCAVEL,TRIGO,2010-09-30 00:00:00+00:00,0.2774
CASCAVEL,TRIGO,2010-10-08 00:00:00+00:00,0.2602
CASCAVEL,TRIGO,2010-10-16 00:00:00+00:00,0.2845
CASCAVEL,TRIGO,2010-10-24 00:00:00+00:00,0.3709
CASCAVEL,TRIGO,2010-11-01 00:00:00+00:00,0.4562
CASCAVEL,TRIGO,2010-11-09 00:00:00+00:00,0.5569
CASCAVEL,TRIGO,2010-11-17 00:00:00+00:00,0.6735
CASCAVEL,TRIGO,2010-11-25 00:00:00+00:00,0.7627
CASCAVEL,TRIGO,2010-12-03 00:00:00+00:00,0.8358
CASCAVEL,TRIGO,2010-12-11 00:00:00+00:00,0.8659
CASCAVEL,TRIGO,2010-12-19 00:00:00+00:00,0.877
CASCAVEL,TRIGO,2010-12-27 00:00:00+00:00,0.873
CASCAVEL,TRIGO,2011-01-01 00:00:00+00:00,0.8689
CASCAVEL,TRIGO,2011-01-09 00:00:00+00:00,0.9041
CASCAVEL,TRIGO,2011-01-17 00:00:00+00:00,0.8863
CASCAVEL,TRIGO,2011-01-25 00:00:00+00:00,0.8432
CASCAVEL,TRIGO,2011-02-02 00:00:00+00:00,0.7683
CASCAVEL,TRIGO,2011-02-10 00:00:00+00:00,0.6705
CASCAVEL,TRIGO,2011-02-18 00:00:00+00:00,0.5538
CASCAVEL,TRIGO,2011-02-26 00:00:00+00:00,0.4477
CASCAVEL,TRIGO,2011-03-06 00:00:00+00:00,0.3754
CASCAVEL,TRIGO,2011-03-14 00:00:00+00:00,0.341
CASCAVEL,TRIGO,2011-03-22 00:00:00+00:00,0.3075
CASCAVEL,TRIGO,2011-03-30 00:00:00+00:00,0.3149
CASCAVEL,TRIGO,2011-04-07 00:00:00+00:00,0.3435
CASCAVEL,TRIGO,2011-04-15 00:00:00+00:00,0.363
CASCAVEL,TRIGO,2011-04-23 00:00:00+00:00,0.3589
CASCAVEL,TRIGO,2011-05-01 00:00:00+00:00,0.3514
CASCAVEL,TRIGO,2011-05-09 00:00:00+00:00,0.3566
CASCAVEL,TRIGO,2011-05-17 00:00:00+00:00,0.3504
CASCAVEL,TRIGO,2011-05-25 00:00:00+00:00,0.4073
CASCAVEL,TRIGO,2011-06-02 00:00:00+00:00,0.5011
CASCAVEL,TRIGO,2011-06-10 00:00:00+00:00,0.6217
CASCAVEL,TRIGO,2011-06-18 00:00:00+00:00,0.7305
CASCAVEL,TRIGO,2011-06-26 00:00:00+00:00,0.7996
CASCAVEL,TRIGO,2011-07-04 00:00:00+00:00,0.8491
CASCAVEL,TRIGO,2011-07-12 00:00:00+00:00,0.8766
CASCAVEL,TRIGO,2011-07-20 00:00:00+00:00,0.8722
CASCAVEL,TRIGO,2011-07-28 00:00:00+00:00,0.8649
CASCAVEL,TRIGO,2011-08-05 00:00:00+00:00,0.8696
CASCAVEL,TRIGO,2011-08-13 00:00:00+00:00,0.8298
CASCAVEL,TRIGO,2011-08-21 00:00:00+00:00,0.7534
CASCAVEL,TRIGO,2011-08-29 00:00:00+00:00,0.6485
CASCAVEL,TRIGO,2011-09-06 00:00:00+00:00,0.536
CASCAVEL,TRIGO,2011-09-14 00:00:00+00:00,0.4228
CASCAVEL,TRIGO,2011-09-22 00:00:00+00:00,0.3304
CASCAVEL,TRIGO,2011-09-30 00:00:00+00:00,0.2642
CASCAVEL,TRIGO,2011-10-08 00:00:00+00:00,0.2419
CASCAVEL,TRIGO,2011-10-16 00:00:00+00:00,0.2105
CASCAVEL,TRIGO,2011-10-24 00:00:00+00:00,0.2023
CASCAVEL,TRIGO,2011-11-01 00:00:00+00:00,0.2321
CASCAVEL,TRIGO,2011-11-09 00:00:00+00:00,0.2849
CASCAVEL,TRIGO,2011-11-17 00:00:00+00:00,0.3921
CASCAVEL,TRIGO,2011-11-25 00:00:00+00:00,0.5261
CASCAVEL,TRIGO,2011-12-03 00:00:00+00:00,0.6588
CASCAVEL,TRIGO,2011-12-11 00:00:00+00:00,0.7695
CASCAVEL,TRIGO,2011-12-19 00:00:00+00:00,0.856
CASCAVEL,TRIGO,2011-12-27 00:00:00+00:00,0.9028
CASCAVEL,TRIGO,2012-01-01 00:00:00+00:00,0.9182
CASCAVEL,TRIGO,2012-01-09 00:00:00+00:00,0.9221
CASCAVEL,TRIGO,2012-01-17 00:00:00+00:00,0.9267
CASCAVEL,TRIGO,2012-01-25 00:00:00+00:00,0.8666
CASCAVEL,TRIGO,2012-02-02 00:00:00+00:00,0.7843
CASCAVEL,TRIGO,2012-02-10 00:00:00+00:00,0.6675
CASCAVEL,TRIGO,2012-02-18 00:00:00+00:00,0.5388
CASCAVEL,TRIGO,2012-02-26 00:00:00+00:00,0.412
CASCAVEL,TRIGO,2012-03-05 00:00:00+00:00,0.3087
CASCAVEL,TRIGO,2012-03-13 00:00:00+00:00,0.2709
CASCAVEL,TRIGO,2012-03-21 00:00:00+00:00,0.2801
CASCAVEL,TRIGO,2020-07-19 00:00:00+00:00,0.9105
CASCAVEL,TRIGO,2020-07-27 00:00:00+00:00,0.8957
CASCAVEL,TRIGO,2020-08-04 00:00:00+00:00,0.8811
CASCAVEL,TRIGO,2020-08-12 00:00:00+00:00,0.8551
CASCAVEL,TRIGO,2020-08-20 00:00:00+00:00,0.7626
CASCAVEL,TRIGO,2020-08-28 00:00:00+00:00,0.6399
CASCAVEL,TRIGO,2020-09-05 00:00:00+00:00,0.4978
CASCAVEL,TRIGO,2020-09-13 00:00:00+00:00,0.3591
CASCAVEL,TRIGO,2020-09-21 00:00:00+00:00,0.2528
CASCAVEL,TRIGO,2020-09-29 00:00:00+00:00,0.2423
CASCAVEL,TRIGO,2020-10-07 00:00:00+00:00,0.2825
CASCAVEL,TRIGO,2020-10-15 00:00:00+00:00,0.3597
CASCAVEL,TRIGO,2020-10-23 00:00:00+00:00,0.4427
CASCAVEL,TRIGO,2020-10-31 00:00:00+00:00,0.5072
CASCAVEL,TRIGO,2020-11-08 00:00:00+00:00,0.561
CASCAVEL,TRIGO,2020-11-16 00:00:00+00:00,0.6261
CASCAVEL,TRIGO,2020-11-24 00:00:00+00:00,0.7033
CASCAVEL,TRIGO,2020-12-02 00:00:00+00:00,0.8039
CASCAVEL,TRIGO,2020-12-10 00:00:00+00:00,0.8706
CASCAVEL,TRIGO,2020-12-18 00:00:00+00:00,0.9245
CASCAVEL,TRIGO,2020-12-26 00:00:00+00:00,0.9576
CASCAVEL,TRIGO,2021-01-01 00:00:00+00:00,0.9166
CASCAVEL,TRIGO,2021-01-09 00:00:00+00:00,0.9181
CASCAVEL,TRIGO,2021-01-17 00:00:00+00:00,0.8544
CASCAVEL,TRIGO,2021-01-25 00:00:00+00:00,0.7626
CASCAVEL,TRIGO,2021-02-02 00:00:00+00:00,0.6472
CASCAVEL,TRIGO,2021-02-10 00:00:00+00:00,0.5223
CASCAVEL,TRIGO,2021-02-18 00:00:00+00:00,0.39
CASCAVEL,TRIGO,2021-02-26 00:00:00+00:00,0.3653
CASCAVEL,TRIGO,2021-03-06 00:00:00+00:00,0.3988
CASCAVEL,TRIGO,2021-03-14 00:00:00+00:00,0.5466
CASCAVEL,TRIGO,2021-03-22 00:00:00+00:00,0.6601
CASCAVEL,TRIGO,2021-03-30 00:00:00+00:00,0.7841
CASCAVEL,TRIGO,2021-04-07 00:00:00+00:00,0.8606
CASCAVEL,TRIGO,2021-04-15 00:00:00+00:00,0.8866
CASCAVEL,TRIGO,2021-04-23 00:00:00+00:00,0.8554
CASCAVEL,TRIGO,2021-05-01 00:00:00+00:00,0.8642
CASCAVEL,TRIGO,2021-05-09 00:00:00+00:00,0.8394
CASCAVEL,TRIGO,2021-05-17 00:00:00+00:00,0.8415
CASCAVEL,TRIGO,2021-05-25 00:00:00+00:00,0.8033
CASCAVEL,TRIGO,2021-06-02 00:00:00+00:00,0.8029
CASCAVEL,TRIGO,2021-06-10 00:00:00+00:00,0.7732
CASCAVEL,TRIGO,2021-06-18 00:00:00+00:00,0.7009
CASCAVEL,TRIGO,2021-06-26 00:00:00+00:00,0.6034
CASCAVEL,TRIGO,2021-07-04 00:00:00+00:00,0.5181
CASCAVEL,TRIGO,2021-07-12 00:00:00+00:00,0.4294
CASCAVEL,TRIGO,2021-07-20 00:00:00+00:00,0.3499
CASCAVEL,TRIGO,2021-07-28 00:00:00+00:00,0.3188
CASCAVEL,TRIGO,2021-08-05 00:00:00+00:00,0.3392
CASCAVEL,TRIGO,2021-08-13 00:00:00+00:00,0.3415
CASCAVEL,TRIGO,2021-08-21 00:00:00+00:00,0.3155
CASCAVEL,TRIGO,2021-08-29 00:00:00+00:00,0.3037
CASCAVEL,TRIGO,2021-09-06 00:00:00+00:00,0.2848
CASCAVEL,TRIGO,2021-09-14 00:00:00+00:00,0.2754
CASCAVEL,TRIGO,2021-09-22 00:00:00+00:00,0.2712
CASCAVEL,TRIGO,2021-09-30 00:00:00+00:00,0.3213
CASCAVEL,TRIGO,2021-10-08 00:00:00+00:00,0.3399
CASCAVEL,TRIGO,2021-10-16 00:00:00+00:00,0.399
CASCAVEL,TRIGO,2021-10-24 00:00:00+00:00,0.4815
CASCAVEL,TRIGO,2021-11-01 00:00:00+00:00,0.597
CASCAVEL,TRIGO,2021-11-09 00:00:00+00:00,0.6992
CASCAVEL,TRIGO,2021-11-17 00:00:00+00:00,0.7994
CASCAVEL,TRIGO,2021-11-25 00:00:00+00:00,0.8496
CASCAVEL,TRIGO,2021-12-03 00:00:00+00:00,0.8234
CASCAVEL,TRIGO,2021-12-11 00:00:00+00:00,0.7576
CASCAVEL,TRIGO,2021-12-19 00:00:00+00:00,0.6669
CASCAVEL,TRIGO,2021-12-27 00:00:00+00:00,0.5499
CASCAVEL,TRIGO,2022-01-01 00:00:00+00:00,0.467
CASCAVEL,TRIGO,2022-01-09 00:00:00+00:00,0.4159
CASCAVEL,TRIGO,2022-01-17 00:00:00+00:00,0.3745
CASCAVEL,TRIGO,2022-01-25 00:00:00+00:00,0.387
CASCAVEL,TRIGO,2022-02-02 00:00:00+00:00,0.4385
CASCAVEL,TRIGO,2022-02-10 00:00:00+00:00,0.5562
CASCAVEL,TRIGO,2022-02-18 00:00:00+00:00,0.6642
CASCAVEL,TRIGO,2022-02-26 00:00:00+00:00,0.7523
CASCAVEL,TRIGO,2022-03-06 00:00:00+00:00,0.8329
CASCAVEL,TRIGO,2022-03-14 00:00:00+00:00,0.8815
CASCAVEL,TRIGO,2022-03-22 00:00:00+00:00,0.8807
CASCAVEL,TRIGO,2022-03-30 00:00:00+00:00,0.871
CASCAVEL,TRIGO,2022-04-07 00:00:00+00:00,0.8578
CASCAVEL,TRIGO,2022-04-15 00:00:00+00:00,0.8539
CASCAVEL,TRIGO,2022-04-23 00:00:00+00:00,0.8399
CASCAVEL,TRIGO,2022-05-01 00:00:00+00:00,0.8372
CASCAVEL,TRIGO,2022-05-09 00:00:00+00:00,0.8056
CASCAVEL,TRIGO,2022-05-17 00:00:00+00:00,0.791
CASCAVEL,TRIGO,2022-05-25 00:00:00+00:00,0.7644
CASCAVEL,TRIGO,2022-06-02 00:00:00+00:00,0.7112
CASCAVEL,TRIGO,2022-06-10 00:00:00+00:00,0.652
CASCAVEL,TRIGO,2022-06-18 00:00:00+00:00,0.5856
CASCAVEL,TRIGO,2022-06-26 00:00:00+00:00,0.5192
CASCAVEL,TRIGO,2022-07-04 00:00:00+00:00,0.4841
CASCAVEL,TRIGO,2022-07-12 00:00:00+00:00,0.4289
CASCAVEL,TRIGO,2022-07-20 00:00:00+00:00,0.3997
CASCAVEL,TRIGO,2022-07-28 00:00:00+00:00,0.3828
CASCAVEL,TRIGO,2022-08-05 00:00:00+00:00,0.3526
CASCAVEL,TRIGO,2022-08-13 00:00:00+00:00,0.3326
CASCAVEL,TRIGO,2022-08-21 00:00:00+00:00,0.3149
CASCAVEL,TRIGO,2022-08-29 00:00:00+00:00,0.2857
CASCAVEL,TRIGO,2022-09-06 00:00:00+00:00,0.2928
CASCAVEL,TRIGO,2022-09-14 00:00:00+00:00,0.2859
CASCAVEL,TRIGO,2022-09-22 00:00:00+00:00,0.2652
CASCAVEL,TRIGO,2022-09-30 00:00:00+00:00,0.2838
CASCAVEL,TRIGO,2022-10-08 00:00:00+00:00,0.2737
CASCAVEL,TRIGO,2022-10-16 00:00:00+00:00,0.2871
CASCAVEL,TRIGO,2022-10-24 00:00:00+00:00,0.3115
CASCAVEL,TRIGO,2022-11-01 00:00:00+00:00,0.2991
CASCAVEL,TRIGO,2022-11-09 00:00:00+00:00,0.3839
CASCAVEL,TRIGO,2022-11-17 00:00:00+00:00,0.4698
CASCAVEL,TRIGO,2022-11-25 00:00:00+00:00,0.5801
CASCAVEL,TRIGO,2022-12-03 00:00:00+00:00,0.7138
CASCAVEL,TRIGO,2022-12-11 00:00:00+00:00,0.8146
CASCAVEL,TRIGO,2022-12-19 00:00:00+00:00,0.9025
CASCAVEL,TRIGO,2022-12-27 00:00:00+00:00,0.9517
CASCAVEL,TRIGO,2023-01-01 00:00:00+00:00,0.9435
CASCAVEL,TRIGO,2023-01-09 00:00:00+00:00,0.9621
CASCAVEL,TRIGO,2023-01-17 00:00:00+00:00,0.9667
CASCAVEL,TRIGO,2023-01-25 00:00:00+00:00,0.9465
CASCAVEL,TRIGO,2023-02-02 00:00:00+00:00,0.886
CASCAVEL,TRIGO,2023-02-10 00:00:00+00:00,0.7904
CASCAVEL,TRIGO,2023-02-18 00:00:00+00:00,0.6487
CASCAVEL,TRIGO,2023-02-26 00:00:00+00:00,0.5219
CASCAVEL,TRIGO,2023-03-06 00:00:00+00:00,0.4306
CASCAVEL,TRIGO,2023-03-14 00:00:00+00:00,0.3986
CASCAVEL,TRIGO,2023-03-22 00:00:00+00:00,0.4052
CASCAVEL,TRIGO,2023-03-30 00:00:00+00:00,0.4023
CASCAVEL,TRIGO,2023-04-07 00:00:00+00:00,0.3867
CASCAVEL,TRIGO,2023-04-15 00:00:00+00:00,0.3694
CASCAVEL,TRIGO,2023-04-23 00:00:00+00:00,0.2956
CASCAVEL,TRIGO,2023-05-01 00:00:00+00:00,0.2945
CASCAVEL,TRIGO,2023-05-09 00:00:00+00:00,0.2937
CASCAVEL,TRIGO,2023-05-17 00:00:00+00:00,0.3695
CASCAVEL,TRIGO,2023-05-25 00:00:00+00:00,0.4741
CASCAVEL,TRIGO,2023-06-02 00:00:00+00:00,0.5936
CASCAVEL,TRIGO,2023-06-10 00:00:00+00:00,0.703
CASCAVEL,TRIGO,2023-06-18 00:00:00+00:00,0.8062
CASCAVEL,TRIGO,2023-06-26 00:00:00+00:00,0.8541
CASCAVEL,TRIGO,2023-07-04 00:00:00+00:00,0.9081
CASCAVEL,TRIGO,2023-07-12 00:00:00+00:00,0.8943
CASCAVEL,TRIGO,2023-07-20 00:00:00+00:00,0.9052
CASCAVEL,TRIGO,2023-07-28 00:00:00+00:00,0.8993
CASCAVEL,TRIGO,2023-08-05 00:00:00+00:00,0.8609
CASCAVEL,TRIGO,2023-08-13 00:00:00+00:00,0.8047
CASCAVEL,TRIGO,2023-08-21 00:00:00+00:00,0.7066
CASCAVEL,TRIGO,2023-08-29 00:00:00+00:00,0.5735
CASCAVEL,TRIGO,2023-09-06 00:00:00+00:00,0.477
CASCAVEL,TRIGO,2023-09-14 00:00:00+00:00,0.3814
CASCAVEL,TRIGO,2023-09-22 00:00:00+00:00,0.3255
CASCAVEL,TRIGO,2023-09-30 00:00:00+00:00,0.3172
CASCAVEL,TRIGO,2023-10-08 00:00:00+00:00,0.3595
CASCAVEL,TRIGO,2023-10-16 00:00:00+00:00,0.4304
CASCAVEL,TRIGO,2023-10-24 00:00:00+00:00,0.5175
CASCAVEL,TRIGO,2023-11-01 00:00:00+00:00,0.6146
CASCAVEL,TRIGO,2023-11-09 00:00:00+00:00,0.739
CASCAVEL,TRIGO,2023-11-17 00:00:00+00:00,0.8218
CASCAVEL,TRIGO,2023-11-25 00:00:00+00:00,0.8707
CASCAVEL,TRIGO,2023-12-03 00:00:00+00:00,0.9035
CASCAVEL,TRIGO,2023-12-11 00:00:00+00:00,0.9157
CASCAVEL,TRIGO,2023-12-19 00:00:00+00:00,0.903
CASCAVEL,TRIGO,2023-12-27 00:00:00+00:00,0.8355
CASCAVEL,TRIGO,2024-01-01 00:00:00+00:00,0.7094
CASCAVEL,TRIGO,2024-01-09 00:00:00+00:00,0.5531
CASCAVEL,TRIGO,2024-01-17 00:00:00+00:00,0.4074
CASCAVEL,TRIGO,2024-01-25 00:00:00+00:00,0.3359
CASCAVEL,TRIGO,2024-02-02 00:00:00+00:00,0.3479
